Partner;Dependents;tenure;PhoneService;InternetService;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Date;Treatment
Yes;No;29;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,30;2414,55;0;2017-11-28;0
Yes;Yes;15;Yes;DSL;Month-to-month;No;Automatic; 76,50;1155,60;0;2019-01-22;0
Yes;Yes;71;Yes;Fiber optic;Month-to-month;Yes;Automatic;105,10;7548,10;1;2014-06-17;1
No;No;72;Yes;No;Two year;No;Automatic; 25,40;1809,35;0;2014-05-18;1
Yes;No;19;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 86,85;1564,40;0;2018-09-24;1
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 19,65;  19,65;0;2020-03-17;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,70;  75,70;1;2020-03-17;0
No;No; 2;Yes;DSL;Month-to-month;No;Electronic check; 45,55;  84,40;0;2020-02-16;0
Yes;Yes;11;Yes;Fiber optic;Month-to-month;Yes;Automatic; 78,10; 864,85;0;2019-05-22;0
No;No;12;Yes;No;One year;No;Mailed check; 19,30; 228,75;0;2019-04-22;1
Yes;No;70;Yes;Fiber optic;Two year;Yes;Electronic check;110,50;7752,05;0;2014-07-17;0
Yes;No;20;Yes;Fiber optic;Month-to-month;No;Electronic check; 90,80;1951,00;1;2018-08-25;1
No;No;23;Yes;No;Month-to-month;Yes;Automatic; 20,30; 470,60;0;2018-05-27;1
No;No;49;Yes;DSL;Two year;No;Automatic; 81,35;4060,90;0;2016-04-07;1
Yes;Yes; 4;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 97,95; 384,50;1;2019-12-18;0
No;No;32;Yes;Fiber optic;Month-to-month;Yes;Automatic;108,15;3432,90;1;2017-08-30;0
No;Yes; 2;Yes;DSL;Month-to-month;Yes;Electronic check; 55,30; 108,65;0;2020-02-16;1
Yes;No;69;No;DSL;Two year;No;Automatic; 56,55;3952,65;0;2014-08-16;1
No;No; 6;Yes;Fiber optic;Month-to-month;Yes;Automatic; 80,50; 463,05;1;2019-10-19;1
Yes;Yes;24;Yes;No;Two year;Yes;Mailed check; 19,70; 494,05;0;2018-04-27;1
No;No;32;Yes;Fiber optic;One year;Yes;Automatic;104,05;3416,85;0;2017-08-30;1
No;No;27;Yes;DSL;Two year;No;Automatic; 52,85;1498,65;0;2018-01-27;0
Yes;No;27;Yes;Fiber optic;Month-to-month;Yes;Automatic;104,30;2867,75;1;2018-01-27;0
No;No;58;Yes;Fiber optic;Month-to-month;No;Automatic; 80,65;4807,35;0;2015-07-12;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 71,35;  71,35;1;2020-03-17;0
Yes;Yes;18;Yes;No;Two year;Yes;Automatic; 24,65; 471,35;0;2018-10-24;1
Yes;Yes;47;Yes;No;Two year;Yes;Automatic; 21,30;1041,80;0;2016-06-06;0
Yes;Yes;70;Yes;Fiber optic;Two year;Yes;Electronic check;110,20;7689,80;0;2014-07-17;1
No;No;13;Yes;Fiber optic;Month-to-month;No;Electronic check; 89,40;1132,35;1;2019-03-23;0
Yes;Yes;36;Yes;DSL;Month-to-month;No;Automatic; 51,05;1815,00;0;2017-05-02;0
No;No;67;Yes;No;Two year;Yes;Mailed check; 19,80;1311,30;0;2014-10-15;1
No;No;10;Yes;No;Month-to-month;Yes;Mailed check; 19,90; 199,45;0;2019-06-21;0
No;No;19;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 87,30;1637,30;0;2018-09-24;1
Yes;Yes;71;Yes;No;Two year;No;Automatic; 19,85;1326,35;0;2014-06-17;0
Yes;Yes;72;Yes;DSL;Two year;Yes;Mailed check; 89,40;6376,55;0;2014-05-18;0
Yes;Yes;48;Yes;No;Two year;No;Mailed check; 20,00; 935,90;0;2016-05-07;1
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,05;  20,05;0;2020-03-17;1
Yes;Yes;18;Yes;DSL;Month-to-month;No;Electronic check; 83,25;1611,15;0;2018-10-24;1
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,60;  20,60;1;2020-03-17;1
Yes;No;67;Yes;Fiber optic;Two year;No;Automatic;102,90;6989,70;0;2014-10-15;1
Yes;Yes;69;No;DSL;Two year;No;Mailed check; 39,10;2779,50;0;2014-08-16;0
No;No;19;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 99,95;1931,75;1;2018-09-24;1
Yes;No;72;Yes;Fiber optic;Two year;Yes;Mailed check;114,50;8331,95;0;2014-05-18;1
No;No;38;Yes;No;Two year;No;Mailed check; 20,20; 735,90;0;2017-03-03;1
Yes;No;40;Yes;DSL;One year;No;Electronic check; 55,80;2283,30;0;2017-01-02;0
Yes;Yes;61;Yes;No;Two year;Yes;Mailed check; 24,20;1445,20;0;2015-04-13;0
No;No;10;Yes;Fiber optic;Month-to-month;Yes;Automatic; 81,00; 818,05;1;2019-06-21;1
Yes;No;32;Yes;DSL;One year;Yes;Automatic; 72,80;2333,05;0;2017-08-30;0
No;No;21;Yes;Fiber optic;Month-to-month;Yes;Automatic; 99,85;1992,55;0;2018-07-26;0
No;No;59;Yes;Fiber optic;One year;Yes;Electronic check; 99,50;5890,00;0;2015-06-12;0
Yes;No;13;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,15; 916,75;1;2019-03-23;1
No;No;47;Yes;No;Two year;No;Automatic; 20,25;1029,80;0;2016-06-06;0
Yes;Yes;69;Yes;No;Two year;Yes;Automatic; 26,00;1796,55;0;2014-08-16;0
No;No; 2;Yes;No;Month-to-month;Yes;Automatic; 19,90;  33,70;0;2020-02-16;1
Yes;Yes;22;Yes;No;Month-to-month;No;Automatic; 19,05; 454,05;0;2018-06-26;0
Yes;No;15;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 96,50;1392,25;0;2019-01-22;1
No;No;53;Yes;No;Two year;No;Automatic; 19,85;1049,60;0;2015-12-09;1
Yes;No;28;Yes;No;Month-to-month;No;Mailed check; 25,70; 734,60;0;2017-12-28;0
No;No;22;Yes;No;One year;No;Mailed check; 20,30; 475,10;0;2018-06-26;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 70,15;  70,15;1;2020-03-17;0
Yes;No;16;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 91,55;1540,05;0;2018-12-23;0
Yes;Yes;48;No;DSL;Two year;No;Mailed check; 39,40;1978,65;0;2016-05-07;0
Yes;No;30;Yes;Fiber optic;Month-to-month;Yes;Automatic;105,70;3181,80;0;2017-10-29;1
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,25; 229,70;0;2020-01-17;0
No;No;57;Yes;Fiber optic;Two year;No;Electronic check; 93,75;5625,55;0;2015-08-11;1
Yes;No;68;Yes;Fiber optic;One year;Yes;Automatic; 96,55;6581,90;1;2014-09-15;1
Yes;No;23;Yes;DSL;One year;No;Automatic; 60,00;1347,15;0;2018-05-27;0
Yes;No;65;Yes;DSL;Two year;Yes;Automatic; 59,80;3808,20;0;2014-12-14;1
Yes;No;44;Yes;Fiber optic;One year;Yes;Automatic; 90,65;3974,15;0;2016-09-04;1
Yes;Yes;71;Yes;Fiber optic;Two year;Yes;Automatic;109,00;7661,80;0;2014-06-17;1
Yes;No;37;Yes;DSL;One year;No;Automatic; 68,10;2479,25;0;2017-04-02;1
No;No;12;Yes;No;Month-to-month;No;Mailed check; 20,40; 266,60;0;2019-04-22;0
Yes;Yes;69;Yes;DSL;Two year;Yes;Automatic; 81,95;5601,40;0;2014-08-16;1
No;No;35;Yes;DSL;Month-to-month;No;Electronic check; 60,55;1982,60;0;2017-06-01;0
No;No; 5;Yes;DSL;Month-to-month;Yes;Automatic; 65,60; 339,90;0;2019-11-18;1
Yes;Yes;58;Yes;Fiber optic;Two year;No;Automatic; 82,50;4828,05;0;2015-07-12;1
Yes;No;72;Yes;DSL;Two year;Yes;Automatic; 82,30;5980,55;0;2014-05-18;1
Yes;No;72;Yes;DSL;Two year;No;Mailed check; 68,15;4808,70;0;2014-05-18;1
No;No; 1;Yes;No;Month-to-month;No;Automatic; 20,30;  20,30;0;2020-03-17;1
No;No;39;Yes;Fiber optic;One year;Yes;Electronic check; 95,55;3692,85;1;2017-02-01;1
Yes;Yes;53;Yes;No;One year;No;Automatic; 20,20;1068,15;0;2015-12-09;1
No;No;27;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,20;2383,60;0;2018-01-27;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,65;  69,65;1;2020-03-17;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,30;  89,30;1;2020-03-17;0
Yes;No;18;Yes;Fiber optic;Month-to-month;No;Electronic check; 74,80;1438,05;0;2018-10-24;1
Yes;Yes;46;Yes;No;Two year;Yes;Mailed check; 20,20; 917,45;0;2016-07-06;0
Yes;No;72;Yes;DSL;Two year;Yes;Automatic; 84,40;6096,45;0;2014-05-18;1
No;No;36;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 87,55;3078,10;1;2017-05-02;0
Yes;No; 4;No;DSL;Month-to-month;Yes;Electronic check; 25,15;  99,95;0;2019-12-18;1
No;No;25;Yes;No;Two year;No;Automatic; 19,80; 475,20;0;2018-03-28;1
Yes;Yes;40;No;DSL;Month-to-month;Yes;Electronic check; 50,85;2036,55;0;2017-01-02;0
Yes;No;63;Yes;Fiber optic;Month-to-month;Yes;Electronic check;102,40;6444,05;0;2015-02-12;0
No;No;15;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 96,30;1426,75;1;2019-01-22;0
No;No;14;Yes;DSL;Month-to-month;Yes;Automatic; 55,50; 767,55;0;2019-02-21;1
Yes;No;72;Yes;Fiber optic;Two year;Yes;Automatic;109,75;7932,50;0;2014-05-18;0
No;No;39;Yes;Fiber optic;Month-to-month;Yes;Electronic check;106,40;4040,65;0;2017-02-01;0
Yes;Yes;47;No;DSL;Two year;Yes;Automatic; 60,00;2768,65;0;2016-06-06;1
Yes;No;19;Yes;Fiber optic;Month-to-month;Yes;Automatic; 88,80;1672,35;0;2018-09-24;0
No;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,20; 474,80;1;2019-11-18;1
No;No;13;No;DSL;Month-to-month;Yes;Electronic check; 35,10; 446,10;1;2019-03-23;0
No;No;17;Yes;Fiber optic;Month-to-month;No;Automatic; 80,05;1345,65;0;2018-11-23;1
Yes;No;34;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,55;2425,40;0;2017-07-01;1
No;No;42;Yes;DSL;Month-to-month;Yes;Electronic check; 49,55;2077,95;0;2016-11-03;1
Yes;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,30; 416,30;1;2019-11-18;1
Yes;Yes;71;Yes;No;Two year;No;Automatic; 23,90;1663,50;0;2014-06-17;1
Yes;No;19;Yes;DSL;Month-to-month;No;Automatic; 66,40;1286,05;0;2018-09-24;1
No;Yes; 2;Yes;No;Month-to-month;Yes;Electronic check; 19,60;  35,85;1;2020-02-16;1
No;No;57;Yes;No;Two year;No;Automatic; 18,80;1094,35;0;2015-08-11;0
Yes;No;72;Yes;Fiber optic;Two year;Yes;Electronic check;108,40;7719,50;0;2014-05-18;0
No;No; 6;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 85,95; 514,60;0;2019-10-19;1
Yes;Yes;17;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,45;1451,60;1;2018-11-23;0
Yes;No;61;Yes;DSL;Two year;No;Automatic; 80,90;4932,50;0;2015-04-13;0
Yes;Yes; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 71,00;  71,00;1;2020-03-17;1
Yes;Yes;48;Yes;Fiber optic;Two year;No;Automatic;111,80;5443,65;0;2016-05-07;1
No;No;16;Yes;No;Month-to-month;Yes;Automatic; 20,60; 330,25;0;2018-12-23;0
No;No; 9;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,05; 746,50;1;2019-07-21;1
No;No; 3;Yes;DSL;Month-to-month;No;Electronic check; 44,60; 122,70;0;2020-01-17;0
No;Yes; 1;Yes;DSL;Month-to-month;Yes;Electronic check; 44,40;  44,40;1;2020-03-17;0
No;No;65;Yes;Fiber optic;Two year;No;Automatic;105,10;6631,85;0;2014-12-14;0
Yes;Yes;70;Yes;Fiber optic;Two year;Yes;Automatic;115,15;8250,00;0;2014-07-17;0
Yes;No;60;Yes;DSL;One year;Yes;Mailed check; 59,80;3561,15;0;2015-05-13;1
Yes;No;69;Yes;No;One year;Yes;Electronic check; 26,30;1763,55;0;2014-08-16;0
No;No;35;Yes;Fiber optic;Month-to-month;No;Electronic check; 70,55;2419,00;0;2017-06-01;0
No;No;22;Yes;No;Month-to-month;Yes;Mailed check; 20,05; 470,20;0;2018-06-26;0
Yes;Yes;66;Yes;DSL;Two year;No;Automatic; 79,85;5234,95;0;2014-11-14;0
Yes;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,30;  70,30;1;2020-03-17;1
Yes;No; 1;Yes;Fiber optic;Month-to-month;Yes;Automatic; 79,35;  79,35;1;2020-03-17;1
Yes;Yes;34;Yes;Fiber optic;Month-to-month;Yes;Automatic; 90,05;3097,00;0;2017-07-01;0
Yes;Yes;72;Yes;No;Two year;No;Automatic; 24,45;1709,10;0;2014-05-18;0
Yes;Yes;31;No;DSL;One year;No;Electronic check; 59,95;1848,80;0;2017-09-29;1
No;Yes;30;Yes;No;One year;No;Automatic; 25,35; 723,30;0;2017-10-29;1
No;No; 9;Yes;Fiber optic;Month-to-month;Yes;Automatic; 90,80; 809,75;1;2019-07-21;1
Yes;Yes;20;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,45;1470,95;1;2018-08-25;0
Yes;No;19;No;DSL;Month-to-month;Yes;Automatic; 34,30; 577,15;0;2018-09-24;1
Yes;No;65;Yes;Fiber optic;Month-to-month;Yes;Electronic check;105,05;6914,95;0;2014-12-14;0
Yes;Yes;30;Yes;No;Two year;No;Mailed check; 19,30; 602,90;0;2017-10-29;0
No;No; 6;Yes;No;One year;No;Mailed check; 19,15; 124,40;0;2019-10-19;1
No;No; 2;No;DSL;Month-to-month;No;Electronic check; 51,40;  96,80;0;2020-02-16;0
Yes;Yes;53;Yes;DSL;Month-to-month;No;Electronic check; 71,85;3827,90;0;2015-12-09;0
Yes;No; 7;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,40; 533,05;0;2019-09-19;0
Yes;Yes;61;Yes;DSL;One year;Yes;Automatic; 49,70;2961,40;0;2015-04-13;0
No;No;70;No;DSL;One year;Yes;Electronic check; 45,25;3264,45;1;2014-07-17;0
No;No;13;Yes;DSL;Month-to-month;Yes;Electronic check; 78,75; 995,35;0;2019-03-23;0
Yes;No;35;Yes;Fiber optic;One year;Yes;Automatic; 81,60;2815,25;0;2017-06-01;0
Yes;No; 2;Yes;Fiber optic;Month-to-month;Yes;Automatic; 70,40; 154,80;0;2020-02-16;1
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,80; 246,30;1;2020-01-17;0
No;No; 3;Yes;Fiber optic;Month-to-month;No;Electronic check; 76,10; 257,60;0;2020-01-17;0
No;No;62;Yes;Fiber optic;One year;Yes;Automatic; 94,00;5757,20;0;2015-03-14;0
Yes;Yes;72;Yes;Fiber optic;Two year;No;Automatic;103,95;7517,70;0;2014-05-18;1
Yes;No;63;Yes;No;Two year;Yes;Automatic; 19,95;1234,80;0;2015-02-12;1
No;No;20;Yes;Fiber optic;Month-to-month;No;Automatic; 71,30;1389,20;1;2018-08-25;1
No;No;35;Yes;Fiber optic;One year;Yes;Automatic;110,80;3836,30;0;2017-06-01;1
Yes;No;21;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,10;1474,75;1;2018-07-26;1
Yes;No;62;Yes;Fiber optic;One year;No;Electronic check; 96,10;6001,45;0;2015-03-14;0
No;No;15;Yes;DSL;Month-to-month;Yes;Mailed check; 48,80; 720,10;0;2019-01-22;0
No;No;55;Yes;DSL;Month-to-month;Yes;Automatic; 50,55;2832,75;0;2015-10-10;1
No;No;11;Yes;DSL;Month-to-month;Yes;Mailed check; 44,65; 472,25;0;2019-05-22;1
Yes;Yes;17;Yes;Fiber optic;Month-to-month;No;Electronic check; 88,25;1460,65;1;2018-11-23;1
No;No;61;Yes;No;One year;No;Automatic; 19,45;1336,35;0;2015-04-13;1
Yes;No;71;Yes;DSL;Two year;No;Automatic; 89,30;6388,65;0;2014-06-17;0
No;No; 2;Yes;Fiber optic;Month-to-month;No;Automatic; 70,00; 153,05;1;2020-02-16;1
No;No;35;Yes;No;Two year;No;Mailed check; 19,25; 677,90;0;2017-06-01;1
No;No;17;Yes;Fiber optic;Month-to-month;No;Automatic; 70,50;1165,60;0;2018-11-23;1
No;No;21;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 97,35;2119,50;1;2018-07-26;1
Yes;No;47;Yes;No;Two year;No;Automatic; 19,65; 921,55;0;2016-06-06;0
Yes;No; 3;Yes;No;Month-to-month;No;Mailed check; 20,85;  72,00;0;2020-01-17;1
No;No; 3;Yes;No;Month-to-month;Yes;Mailed check; 19,65;  68,35;0;2020-01-17;0
Yes;No;44;Yes;No;Two year;Yes;Automatic; 19,35; 847,25;0;2016-09-04;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 44,00;  44,00;0;2020-03-17;1
Yes;Yes;44;Yes;Fiber optic;One year;No;Electronic check; 94,40;4295,35;0;2016-09-04;0
Yes;Yes; 5;Yes;No;Month-to-month;Yes;Automatic; 25,90; 135,00;1;2019-11-18;1
No;No;24;Yes;DSL;Month-to-month;Yes;Automatic; 55,65;1400,55;1;2018-04-27;0
No;Yes; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,65;  69,65;1;2020-03-17;1
No;No;18;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,40;1380,40;0;2018-10-24;0
No;No;10;Yes;Fiber optic;Month-to-month;Yes;Electronic check;100,60;1060,20;1;2019-06-21;0
Yes;No;65;Yes;DSL;Two year;No;Automatic; 71,00;4386,20;0;2014-12-14;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 86,00;  86,00;1;2020-03-17;1
No;No;53;Yes;Fiber optic;One year;Yes;Automatic;106,95;5785,50;1;2015-12-09;1
No;No; 3;Yes;No;One year;No;Mailed check; 21,20;  52,05;0;2020-01-17;1
Yes;No;33;Yes;DSL;Two year;Yes;Mailed check; 61,05;2018,40;0;2017-07-31;1
No;No; 3;No;DSL;Month-to-month;Yes;Electronic check; 29,60;  79,45;1;2020-01-17;1
No;No;34;Yes;DSL;One year;Yes;Automatic; 79,95;2727,30;0;2017-07-01;1
Yes;Yes;14;Yes;No;Two year;Yes;Mailed check; 19,70; 263,65;0;2019-02-21;0
No;No;13;Yes;No;Month-to-month;Yes;Mailed check; 20,30; 275,40;0;2019-03-23;1
Yes;No;46;No;DSL;One year;Yes;Automatic; 59,90;2816,65;1;2016-07-06;1
Yes;Yes;23;Yes;No;One year;No;Mailed check; 24,35; 538,50;0;2018-05-27;1
Yes;Yes;47;Yes;No;Two year;No;Mailed check; 19,75; 948,90;0;2016-06-06;1
No;Yes;17;Yes;DSL;Month-to-month;Yes;Mailed check; 50,30; 846,80;0;2018-11-23;1
Yes;Yes;49;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 95,60;4783,50;1;2016-04-07;0
Yes;No;59;No;DSL;Month-to-month;Yes;Electronic check; 50,25;2997,45;0;2015-06-12;0
No;No;69;Yes;DSL;Two year;Yes;Automatic; 85,35;5897,40;0;2014-08-16;0
No;No;11;No;DSL;One year;Yes;Electronic check; 41,60; 470,60;1;2019-05-22;0
No;No;10;Yes;DSL;Month-to-month;Yes;Mailed check; 51,65; 524,50;0;2019-06-21;1
Yes;Yes;12;Yes;No;Two year;Yes;Automatic; 24,00; 269,65;0;2019-04-22;1
No;No;45;Yes;Fiber optic;Month-to-month;Yes;Automatic;100,85;4740,00;1;2016-08-05;0
Yes;Yes;39;Yes;DSL;Month-to-month;Yes;Mailed check; 59,85;2341,50;0;2017-02-01;0
Yes;No;71;Yes;No;Two year;No;Automatic; 25,45;1789,65;0;2014-06-17;0
Yes;Yes;71;Yes;No;Two year;No;Automatic; 23,90;1626,40;0;2014-06-17;0
Yes;Yes;33;Yes;No;One year;No;Automatic; 24,15; 800,30;0;2017-07-31;1
No;No;67;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 75,70;5060,85;0;2014-10-15;1
Yes;Yes;37;No;DSL;Month-to-month;No;Automatic; 40,20;1448,80;1;2017-04-02;1
Yes;Yes;49;Yes;Fiber optic;Month-to-month;No;Electronic check; 84,50;4254,85;1;2016-04-07;0
Yes;No; 9;Yes;DSL;Month-to-month;No;Mailed check; 50,85; 466,60;0;2019-07-21;1
Yes;No;52;Yes;Fiber optic;Two year;Yes;Automatic; 91,60;4627,80;0;2016-01-08;0
No;No;70;Yes;Fiber optic;One year;No;Electronic check; 98,90;6838,60;0;2014-07-17;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,00;  85,00;0;2020-03-17;0
No;No;14;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 78,95;1101,85;1;2019-02-21;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 44,30;  44,30;0;2020-03-17;0
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,20;  20,20;1;2020-03-17;0
No;No;52;Yes;Fiber optic;One year;Yes;Mailed check; 80,20;4297,60;0;2016-01-08;1
No;No; 6;Yes;DSL;Month-to-month;No;Mailed check; 60,90; 414,10;0;2019-10-19;0
Yes;No; 7;No;DSL;Month-to-month;No;Mailed check; 34,20; 256,60;0;2019-09-19;1
No;No;47;Yes;Fiber optic;Month-to-month;Yes;Automatic; 85,20;3969,35;1;2016-06-06;1
No;No;26;Yes;Fiber optic;One year;Yes;Automatic; 87,15;2274,10;0;2018-02-26;1
Yes;Yes;25;Yes;DSL;Month-to-month;No;Electronic check; 54,30;1296,80;0;2018-03-28;1
No;No;69;Yes;No;Two year;Yes;Mailed check; 19,10;1268,85;0;2014-08-16;1
No;No;72;Yes;Fiber optic;Two year;Yes;Automatic;112,75;8192,60;0;2014-05-18;0
No;No; 4;Yes;No;Month-to-month;Yes;Mailed check; 19,95;  59,25;0;2019-12-18;0
Yes;Yes;59;Yes;No;Two year;No;Mailed check; 19,50;1147,85;0;2015-06-12;1
No;No;67;Yes;DSL;Two year;No;Automatic; 65,55;4361,55;0;2014-10-15;1
No;No;26;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 78,80;2006,10;0;2018-02-26;0
No;No;27;Yes;DSL;One year;No;Mailed check; 78,20;2078,95;0;2018-01-27;1
Yes;Yes;72;Yes;Fiber optic;Two year;No;Automatic;105,25;7609,75;0;2014-05-18;1
No;No; 6;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,25; 487,05;0;2019-10-19;0
Yes;Yes;62;Yes;No;Two year;No;Automatic; 20,65;1218,45;0;2015-03-14;1
No;No;20;Yes;DSL;One year;Yes;Electronic check; 68,70;1416,20;0;2018-08-25;1
No;No; 6;Yes;DSL;Month-to-month;No;Automatic; 78,65; 483,30;0;2019-10-19;0
No;No;51;Yes;No;Two year;No;Mailed check; 24,75;1234,60;0;2016-02-07;0
Yes;Yes;61;Yes;No;Two year;No;Automatic; 19,75;1311,60;0;2015-04-13;0
Yes;No;62;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,10;5618,30;0;2015-03-14;1
No;No;72;Yes;Fiber optic;Two year;Yes;Automatic; 84,70;6185,15;0;2014-05-18;0
Yes;No;13;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 98,00;1237,85;1;2019-03-23;0
Yes;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,45; 498,10;1;2019-11-18;0
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check;105,00; 294,45;1;2020-01-17;1
Yes;No;26;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 93,85;2381,55;1;2018-02-26;1
No;No;13;Yes;DSL;Month-to-month;Yes;Electronic check; 59,90; 788,35;0;2019-03-23;0
Yes;Yes;38;Yes;No;Two year;Yes;Mailed check; 19,95; 756,40;0;2017-03-03;0
Yes;No; 8;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 84,00; 613,40;1;2019-08-20;0
Yes;Yes;34;Yes;Fiber optic;Month-to-month;Yes;Electronic check;108,90;3625,20;0;2017-07-01;0
No;No;18;No;DSL;Month-to-month;No;Mailed check; 33,60; 550,35;0;2018-10-24;0
Yes;Yes;56;Yes;Fiber optic;One year;Yes;Mailed check; 85,85;4793,80;0;2015-09-10;1
No;No;36;No;DSL;Month-to-month;Yes;Automatic; 34,85;1267,20;0;2017-05-02;0
Yes;No; 9;No;DSL;Month-to-month;Yes;Electronic check; 48,75; 442,20;1;2019-07-21;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 84,85;  84,85;1;2020-03-17;0
No;No;12;Yes;DSL;Month-to-month;No;Mailed check; 56,65; 654,85;1;2019-04-22;1
Yes;Yes;57;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,30;5567,45;0;2015-08-11;1
No;No;42;Yes;DSL;One year;No;Automatic; 73,90;3160,55;1;2016-11-03;1
Yes;Yes;33;Yes;No;Two year;Yes;Mailed check; 24,50; 740,30;1;2017-07-31;1
Yes;No;70;Yes;Fiber optic;Two year;No;Automatic; 84,60;5706,20;0;2014-07-17;1
No;No;68;No;DSL;Month-to-month;No;Electronic check; 44,95;3085,35;0;2014-09-15;1
No;Yes; 1;No;DSL;Month-to-month;Yes;Electronic check; 24,70;  24,70;0;2020-03-17;0
No;No;37;Yes;Fiber optic;Month-to-month;No;Automatic;100,30;3541,40;0;2017-04-02;0
No;Yes; 4;Yes;No;Month-to-month;Yes;Mailed check; 25,45;  84,20;0;2019-12-18;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 50,70;  50,70;0;2020-03-17;0
No;No;20;No;DSL;Month-to-month;Yes;Automatic; 55,00;1165,55;0;2018-08-25;0
Yes;Yes;72;Yes;DSL;Two year;No;Automatic; 68,40;4855,35;0;2014-05-18;0
No;No;31;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,90;2806,90;1;2017-09-29;0
Yes;No;18;Yes;Fiber optic;Month-to-month;No;Electronic check; 78,55;1422,65;1;2018-10-24;0
Yes;No;11;Yes;DSL;Month-to-month;Yes;Automatic; 55,05; 608,15;0;2019-05-22;1
Yes;Yes;33;Yes;No;Two year;No;Automatic; 19,80; 641,35;0;2017-07-31;0
No;No;62;Yes;Fiber optic;One year;No;Electronic check; 84,45;4959,15;0;2015-03-14;0
No;No; 1;No;DSL;Month-to-month;No;Mailed check; 35,90;  35,90;0;2020-03-17;0
Yes;No;16;Yes;Fiber optic;Month-to-month;No;Automatic; 80,75;1321,30;0;2018-12-23;1
Yes;Yes;22;Yes;DSL;One year;Yes;Mailed check; 78,65;1663,75;0;2018-06-26;0
Yes;Yes;49;Yes;DSL;Month-to-month;No;Automatic; 61,75;3024,15;0;2016-04-07;1
Yes;Yes;36;Yes;DSL;One year;Yes;Automatic; 63,70;2188,50;0;2017-05-02;1
Yes;No;42;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 99,45;4138,05;1;2016-11-03;1
No;No; 4;No;DSL;Month-to-month;Yes;Automatic; 25,20; 102,50;1;2019-12-18;0
No;No;12;Yes;DSL;One year;No;Mailed check; 74,05; 872,65;1;2019-04-22;0
